ID;Maschine;Datum;Uhrzeit;Drehzahl;Leistungsaufnahme;Vibration;Lautstaerke;Temperatur;FehlerID;Produktionsprogramm;SollMenge;IstMenge;Ausschuss
ABC108653;XL400_01;2018-01-04;00:06:30;100;18.514;-0.186;74.924;100;0000;PP001;2350;2350;9
ABC108654;XL400_01;2018-01-04;00:07:00;100;18.495;0.003;75.025;100;0000;PP001;2350;2350;1
ABC108655;XL400_01;2018-01-04;00:07:30;100;18.609;0.072;74.897;100;0000;PP001;2350;2350;13
ABC108656;XL400_01;2018-01-04;00:08:00;100;18.454;0.049;75.076;100;0000;PP001;2350;2350;9
ABC108657;XL400_01;2018-01-04;00:08:30;100;18.441;0.052;74.932;100;0000;PP001;2350;2350;13
ABC108658;XL400_01;2018-01-04;00:09:00;100;18.384;-0.255;75.045;100;0000;PP001;2350;2350;7
ABC108659;XL400_01;2018-01-04;00:09:30;100;18.586;0.074;75.134;100;0000;PP001;2350;2350;10
ABC108660;XL400_01;2018-01-04;00:10:00;100;18.662;0.075;75.18;100;0000;PP001;2350;2350;17
ABC108661;XL400_01;2018-01-04;00:10:30;100;18.551;-0.044;75.075;100;0000;PP001;2350;2350;14
ABC108662;XL400_01;2018-01-04;00:11:00;100;18.567;-0.038;75.146;100;0000;PP001;2350;2350;10
ABC108663;XL400_01;2018-01-04;00:11:30;100;18.448;-0.126;75.086;100;0000;PP001;2350;2350;19
ABC108664;XL400_01;2018-01-04;00:12:00;100;18.696;0.225;75.049;100;0000;PP001;2350;2350;2
ABC108665;XL400_01;2018-01-04;00:12:30;100;18.545;-0.205;75.089;100;0000;PP001;2350;2350;16
ABC108666;XL400_01;2018-01-04;00:13:00;100;18.575;0.16;75.116;100;0000;PP001;2350;2350;7
ABC108667;XL400_01;2018-01-04;00:13:30;100;18.523;-0.004;75.021;100;0000;PP001;2350;2350;17
ABC108668;XL400_01;2018-01-04;00:14:00;100;18.394;0.004;74.962;100;0000;PP001;2350;2350;8
ABC108669;XL400_01;2018-01-04;00:14:30;100;18.433;-0.007;74.842;100;0000;PP001;2350;2350;0
ABC108670;XL400_01;2018-01-04;00:15:00;100;18.626;-0.011;75.106;100;0000;PP001;2350;2350;10
ABC108671;XL400_01;2018-01-04;00:15:30;100;18.49;-0.08;74.823;100;0000;PP001;2350;2350;19
ABC108672;XL400_01;2018-01-04;00:16:00;100;18.501;-0.138;74.994;100;0000;PP001;2350;2350;1
ABC108673;XL400_01;2018-01-04;00:16:30;100;18.349;-0.041;74.933;100;0000;PP001;2350;2350;4
ABC108674;XL400_01;2018-01-04;00:17:00;100;18.486;0.028;75.122;100;0000;PP001;2350;2350;11
ABC108675;XL400_01;2018-01-04;00:17:30;100;18.592;0.011;74.9;100;0000;PP001;2350;2350;2
ABC108676;XL400_01;2018-01-04;00:18:00;100;18.37;0.269;75.053;100;0000;PP001;2350;2350;3
ABC108677;XL400_01;2018-01-04;00:18:30;100;18.444;-0.119;74.976;100;0000;PP001;2350;2350;19
ABC108678;XL400_01;2018-01-04;00:19:00;100;18.397;0.119;75.045;100;0000;PP001;2350;2350;15
ABC108679;XL400_01;2018-01-04;00:19:30;100;18.38;-0.111;75.001;100;0000;PP001;2350;2350;19
ABC108680;XL400_01;2018-01-04;00:20:00;100;18.455;0.019;74.803;100;0000;PP001;2350;2350;4
ABC108681;XL400_01;2018-01-04;00:20:30;100;18.482;-0.191;74.967;100;0000;PP001;2350;2350;9
ABC108682;XL400_01;2018-01-04;00:21:00;100;18.352;0.018;74.813;100;0000;PP001;2350;2350;2
ABC108683;XL400_01;2018-01-04;00:21:30;100;18.493;-0.094;74.931;100;0000;PP001;2350;2350;17
ABC108684;XL400_01;2018-01-04;00:22:00;100;18.352;0.106;74.932;100;0000;PP001;2350;2350;12
ABC108685;XL400_01;2018-01-04;00:22:30;100;18.432;-0.049;74.919;100;0000;PP001;2350;2350;9
ABC108686;XL400_01;2018-01-04;00:23:00;100;18.454;0.111;75.049;100;0000;PP001;2350;2350;13
ABC108687;XL400_01;2018-01-04;00:23:30;100;18.623;-0.022;74.933;100;0000;PP001;2350;2350;19
ABC108688;XL400_01;2018-01-04;00:24:00;100;18.498;-0.099;75.036;100;0000;PP001;2350;2350;17
ABC108689;XL400_01;2018-01-04;00:24:30;100;18.488;-0.117;74.84;100;0000;PP001;2350;2350;1
ABC108690;XL400_01;2018-01-04;00:25:00;100;18.386;-0.086;75.13;100;0000;PP001;2350;2350;4
ABC108691;XL400_01;2018-01-04;00:25:30;100;18.363;-0.074;74.831;100;0000;PP001;2350;2350;14
ABC108692;XL400_01;2018-01-04;00:26:00;100;18.489;0.142;74.997;100;0000;PP001;2350;2350;13
ABC108693;XL400_01;2018-01-04;00:26:30;100;18.527;0.079;74.941;100;0000;PP001;2350;2350;18
ABC108694;XL400_01;2018-01-04;00:27:00;100;18.311;-0.003;74.915;100;0000;PP001;2350;2350;7
ABC108695;XL400_01;2018-01-04;00:27:30;100;18.468;0.066;74.906;100;0000;PP001;2350;2350;16
ABC108696;XL400_01;2018-01-04;00:28:00;100;18.475;0.009;75.114;100;0000;PP001;2350;2350;18
ABC108697;XL400_01;2018-01-04;00:28:30;100;18.459;0.045;74.87;100;0000;PP001;2350;2350;10
ABC108698;XL400_01;2018-01-04;00:29:00;100;18.528;-0.078;75.04;100;0000;PP001;2350;2350;15
ABC108699;XL400_01;2018-01-04;00:29:30;100;18.465;0.063;75.025;100;0000;PP001;2350;2350;4
ABC108700;XL400_01;2018-01-04;00:30:00;100;18.617;-0.001;75.008;100;0000;PP001;2350;2350;17
ABC108701;XL400_01;2018-01-04;00:30:30;100;18.362;-0.155;75.027;100;0000;PP001;2350;2350;0
ABC108702;XL400_01;2018-01-04;00:31:00;100;18.604;-0.069;75.109;100;0000;PP001;2350;2350;17
ABC108703;XL400_01;2018-01-04;00:31:30;100;18.743;-0.011;75.094;100;0000;PP001;2350;2350;16
ABC108704;XL400_01;2018-01-04;00:32:00;100;18.536;-0.039;74.906;100;0000;PP001;2350;2350;4
ABC108705;XL400_01;2018-01-04;00:32:30;100;18.508;0.034;74.874;100;0000;PP001;2350;2350;8
ABC108706;XL400_01;2018-01-04;00:33:00;100;18.442;-0.054;75.096;100;0000;PP001;2350;2350;10
ABC108707;XL400_01;2018-01-04;00:33:30;100;18.555;0.135;75.213;100;0000;PP001;2350;2350;9
ABC108708;XL400_01;2018-01-04;00:34:00;100;18.509;-0.002;75.119;100;0000;PP001;2350;2350;16
ABC108709;XL400_01;2018-01-04;00:34:30;100;18.493;-0.06;74.845;100;0000;PP001;2350;2350;4
ABC108710;XL400_01;2018-01-04;00:35:00;100;18.403;0.034;74.97;100;0000;PP001;2350;2350;10
ABC108711;XL400_01;2018-01-04;00:35:30;100;18.463;0.113;75.004;100;0000;PP001;2350;2350;16
ABC108712;XL400_01;2018-01-04;00:36:00;100;18.473;0.011;75.065;100;0000;PP001;2350;2350;19
ABC108713;XL400_01;2018-01-04;00:36:30;100;18.43;-0.06;75.083;100;0000;PP001;2350;2350;15
ABC108714;XL400_01;2018-01-04;00:37:00;100;18.513;0.178;74.93;100;0000;PP001;2350;2350;6
ABC108715;XL400_01;2018-01-04;00:37:30;100;18.531;0.059;75.233;100;0000;PP001;2350;2350;8
ABC108716;XL400_01;2018-01-04;00:38:00;100;18.419;-0.261;74.981;100;0000;PP001;2350;2350;0
ABC108717;XL400_01;2018-01-04;00:38:30;100;18.547;-0.036;74.891;100;0000;PP001;2350;2350;0
ABC108718;XL400_01;2018-01-04;00:39:00;100;18.566;0.047;75.144;100;0000;PP001;2350;2350;16
ABC108719;XL400_01;2018-01-04;00:39:30;100;18.481;0.088;75.08;100;0000;PP001;2350;2350;19
ABC108720;XL400_01;2018-01-04;00:40:00;100;18.424;-0.081;74.971;100;0000;PP001;2350;2350;13
ABC108721;XL400_01;2018-01-04;00:40:30;100;18.463;-0.082;75.039;100;0000;PP001;2350;2350;0
ABC108722;XL400_01;2018-01-04;00:41:00;100;18.404;-0.007;74.84;100;0000;PP001;2350;2350;0
ABC108723;XL400_01;2018-01-04;00:41:30;100;18.356;0.071;75.047;100;0000;PP001;2350;2350;11
ABC108724;XL400_01;2018-01-04;00:42:00;100;18.437;-0.081;74.974;100;0000;PP001;2350;2350;6
ABC108725;XL400_01;2018-01-04;00:42:30;100;18.439;0.063;75.01;100;0000;PP001;2350;2350;9
ABC108726;XL400_01;2018-01-04;00:43:00;100;18.513;-0.193;74.969;100;0000;PP001;2350;2350;12
ABC108727;XL400_01;2018-01-04;00:43:30;100;18.575;-0.033;74.703;100;0000;PP001;2350;2350;12
ABC108728;XL400_01;2018-01-04;00:44:00;100;18.516;0.07;75.066;100;0000;PP001;2350;2350;17
ABC108729;XL400_01;2018-01-04;00:44:30;100;18.404;-0.024;74.792;100;0000;PP001;2350;2350;18
ABC108730;XL400_01;2018-01-04;00:45:00;100;18.524;-0.1;75.025;100;0000;PP001;2350;2350;6
ABC108731;XL400_01;2018-01-04;00:45:30;100;18.432;-0.086;74.971;100;0000;PP001;2350;2350;9
ABC108732;XL400_01;2018-01-04;00:46:00;100;18.597;-0.052;74.911;100;0000;PP001;2350;2350;5
ABC108733;XL400_01;2018-01-04;00:46:30;100;18.339;0.06;75.091;100;0000;PP001;2350;2350;18
ABC108734;XL400_01;2018-01-04;00:47:00;100;18.505;-0.11;74.954;100;0000;PP001;2350;2350;6
ABC108735;XL400_01;2018-01-04;00:47:30;100;18.55;0.033;74.831;100;0000;PP001;2350;2350;19
ABC108736;XL400_01;2018-01-04;00:48:00;100;18.608;-0.182;75.078;100;0000;PP001;2350;2350;6
ABC108737;XL400_01;2018-01-04;00:48:30;100;18.603;0.052;74.911;100;0000;PP001;2350;2350;19
ABC108738;XL400_01;2018-01-04;00:49:00;100;18.437;0.021;74.933;100;0000;PP001;2350;2350;12
ABC108739;XL400_01;2018-01-04;00:49:30;100;18.45;0.004;74.845;100;0000;PP001;2350;2350;4
ABC108740;XL400_01;2018-01-04;00:50:00;100;18.539;0.039;75.011;100;0000;PP001;2350;2350;2
ABC108741;XL400_01;2018-01-04;00:50:30;100;18.591;0.035;75.205;100;0000;PP001;2350;2350;0
ABC108742;XL400_01;2018-01-04;00:51:00;100;18.61;-0.009;75.069;100;0000;PP001;2350;2350;8
ABC108743;XL400_01;2018-01-04;00:51:30;100;18.441;-0.078;75.06;100;0000;PP001;2350;2350;18
ABC108744;XL400_01;2018-01-04;00:52:00;100;18.489;0.133;75.133;100;0000;PP001;2350;2350;6
ABC108745;XL400_01;2018-01-04;00:52:30;100;18.63;-0.083;74.909;100;0000;PP001;2350;2350;15
ABC108746;XL400_01;2018-01-04;00:53:00;100;18.496;0.001;75.011;100;0000;PP001;2350;2350;16
ABC108747;XL400_01;2018-01-04;00:53:30;100;18.519;-0.058;74.975;100;0000;PP001;2350;2350;13
ABC108748;XL400_01;2018-01-04;00:54:00;100;18.707;0.028;74.956;100;0000;PP001;2350;2350;1
ABC108749;XL400_01;2018-01-04;00:54:30;100;18.484;-0.016;75.079;100;0000;PP001;2350;2350;12
ABC108750;XL400_01;2018-01-04;00:55:00;100;18.363;0.029;75.013;100;0000;PP001;2350;2350;7
ABC108751;XL400_01;2018-01-04;00:55:30;100;18.555;-0.016;74.896;100;0000;PP001;2350;2350;9
ABC108752;XL400_01;2018-01-04;00:56:00;100;18.534;0.25;74.933;100;0000;PP001;2350;2350;8
ABC108753;XL400_01;2018-01-04;00:56:30;100;18.663;0.029;74.997;100;0000;PP001;2350;2350;14
ABC108754;XL400_01;2018-01-04;00:57:00;100;18.481;0.032;75.125;100;0000;PP001;2350;2350;19
ABC108755;XL400_01;2018-01-04;00:57:30;100;18.625;-0.051;75.007;100;0000;PP001;2350;2350;16
ABC108756;XL400_01;2018-01-04;00:58:00;100;18.537;0.16;74.848;100;0000;PP001;2350;2350;16
ABC108757;XL400_01;2018-01-04;00:58:30;100;18.42;0.106;75.065;100;0000;PP001;2350;2350;0
ABC108758;XL400_01;2018-01-04;00:59:00;100;18.564;-0.089;74.945;100;0000;PP001;2350;2350;10
ABC108759;XL400_01;2018-01-04;00:59:30;100;18.504;-0.015;75.213;100;0000;PP001;2350;2350;8
ABC108760;XL400_01;2018-01-04;01:00:00;100;18.59;0.024;75.086;100;0000;PP001;2350;2350;0
ABC108761;XL400_01;2018-01-04;01:00:30;100;18.431;-0.152;74.957;100;0000;PP001;2350;2350;3
ABC108762;XL400_01;2018-01-04;01:01:00;100;18.473;0.159;75.0;100;0000;PP001;2350;2350;11
ABC108763;XL400_01;2018-01-04;01:01:30;100;18.392;-0.025;75.015;100;0000;PP001;2350;2350;17
ABC108764;XL400_01;2018-01-04;01:02:00;100;18.564;-0.008;74.923;100;0000;PP001;2350;2350;8
ABC108765;XL400_01;2018-01-04;01:02:30;100;18.517;-0.057;74.783;100;0000;PP001;2350;2350;16
ABC108766;XL400_01;2018-01-04;01:03:00;100;18.626;-0.056;75.099;100;0000;PP001;2350;2350;5
ABC108767;XL400_01;2018-01-04;01:03:30;100;18.461;-0.086;75.02;100;0000;PP001;2350;2350;10
ABC108768;XL400_01;2018-01-04;01:04:00;100;18.39;-0.022;74.919;100;0000;PP001;2350;2350;2
ABC108769;XL400_01;2018-01-04;01:04:30;100;18.633;-0.028;74.883;100;0000;PP001;2350;2350;18
ABC108770;XL400_01;2018-01-04;01:05:00;100;18.61;-0.042;74.972;100;0000;PP001;2350;2350;4
ABC108771;XL400_01;2018-01-04;01:05:30;100;18.539;0.2;74.879;100;0000;PP001;2350;2350;1
ABC108772;XL400_01;2018-01-04;01:06:00;100;18.54;-0.114;75.081;100;0000;PP001;2350;2350;8
ABC108773;XL400_01;2018-01-04;01:06:30;100;18.387;-0.017;74.839;100;0000;PP001;2350;2350;16
ABC108774;XL400_01;2018-01-04;01:07:00;100;18.546;0.098;74.896;100;0000;PP001;2350;2350;12
ABC108775;XL400_01;2018-01-04;01:07:30;100;18.601;-0.002;74.956;100;0000;PP001;2350;2350;6
ABC108776;XL400_01;2018-01-04;01:08:00;100;18.377;0.074;74.903;100;0000;PP001;2350;2350;18
ABC108777;XL400_01;2018-01-04;01:08:30;100;18.505;-0.067;74.873;100;0000;PP001;2350;2350;10
ABC108778;XL400_01;2018-01-04;01:09:00;100;18.438;0.075;74.952;100;0000;PP001;2350;2350;17
ABC108779;XL400_01;2018-01-04;01:09:30;100;18.428;0.023;75.039;100;0000;PP001;2350;2350;13
ABC108780;XL400_01;2018-01-04;01:10:00;100;18.573;-0.166;74.876;100;0000;PP001;2350;2350;4
ABC108781;XL400_01;2018-01-04;01:10:30;100;18.699;0.027;74.859;100;0000;PP001;2350;2350;8
ABC108782;XL400_01;2018-01-04;01:11:00;100;18.506;0.083;75.045;100;0000;PP001;2350;2350;18
ABC108783;XL400_01;2018-01-04;01:11:30;100;18.638;-0.012;75.026;100;0000;PP001;2350;2350;8
ABC108784;XL400_01;2018-01-04;01:12:00;100;18.549;-0.001;74.973;100;0000;PP001;2350;2350;0
ABC108785;XL400_01;2018-01-04;01:12:30;100;18.651;0.153;75.036;100;0000;PP001;2350;2350;3
ABC108786;XL400_01;2018-01-04;01:13:00;100;18.591;0.002;74.982;100;0000;PP001;2350;2350;18
ABC108787;XL400_01;2018-01-04;01:13:30;100;18.414;0.15;75.145;100;0000;PP001;2350;2350;13
ABC108788;XL400_01;2018-01-04;01:14:00;100;18.669;-0.086;74.937;100;0000;PP001;2350;2350;6
ABC108789;XL400_01;2018-01-04;01:14:30;100;18.512;0.037;75.062;100;0000;PP001;2350;2350;10
ABC108790;XL400_01;2018-01-04;01:15:00;100;18.508;-0.059;75.101;100;0000;PP001;2350;2350;16
ABC108791;XL400_01;2018-01-04;01:15:30;100;18.653;0.027;75.061;100;0000;PP001;2350;2350;8
ABC108792;XL400_01;2018-01-04;01:16:00;100;18.521;-0.103;74.93;100;0000;PP001;2350;2350;6
ABC108793;XL400_01;2018-01-04;01:16:30;100;18.481;0.019;75.049;100;0000;PP001;2350;2350;2
ABC108794;XL400_01;2018-01-04;01:17:00;100;18.34;-0.047;75.046;100;0000;PP001;2350;2350;4
ABC108795;XL400_01;2018-01-04;01:17:30;100;18.681;0.024;74.967;100;0000;PP001;2350;2350;7
ABC108796;XL400_01;2018-01-04;01:18:00;100;18.587;0.013;74.917;100;0000;PP001;2350;2350;10
ABC108797;XL400_01;2018-01-04;01:18:30;100;18.579;-0.21;74.82;100;0000;PP001;2350;2350;19
ABC108798;XL400_01;2018-01-04;01:19:00;100;18.598;0.02;75.117;100;0000;PP001;2350;2350;18
ABC108799;XL400_01;2018-01-04;01:19:30;100;18.478;-0.022;75.033;100;0000;PP001;2350;2350;16
ABC108800;XL400_01;2018-01-04;01:20:00;100;18.359;-0.038;75.014;100;0000;PP001;2350;2350;19
ABC108801;XL400_01;2018-01-04;01:20:30;100;18.556;-0.175;75.173;100;0000;PP001;2350;2350;12
ABC108802;XL400_01;2018-01-04;01:21:00;100;18.658;0.014;74.933;100;0000;PP001;2350;2350;8
ABC108803;XL400_01;2018-01-04;01:21:30;100;18.711;0.011;74.976;100;0000;PP001;2350;2350;6
ABC108804;XL400_01;2018-01-04;01:22:00;100;18.483;-0.071;75.011;100;0000;PP001;2350;2350;16
ABC108805;XL400_01;2018-01-04;01:22:30;100;18.525;0.089;75.138;100;0000;PP001;2350;2350;18
ABC108806;XL400_01;2018-01-04;01:23:00;100;18.442;-0.01;75.053;100;0000;PP001;2350;2350;10
ABC108807;XL400_01;2018-01-04;01:23:30;100;18.581;-0.028;75.278;100;0000;PP001;2350;2350;3
ABC108808;XL400_01;2018-01-04;01:24:00;100;18.429;-0.0;74.944;100;0000;PP001;2350;2350;19
ABC108809;XL400_01;2018-01-04;01:24:30;100;18.509;-0.06;74.963;100;0000;PP001;2350;2350;17
ABC108810;XL400_01;2018-01-04;01:25:00;100;18.441;-0.136;75.024;100;0000;PP001;2350;2350;13
ABC108811;XL400_01;2018-01-04;01:25:30;100;18.359;0.137;75.201;100;0000;PP001;2350;2350;8
ABC108812;XL400_01;2018-01-04;01:26:00;100;18.475;0.047;75.087;100;0000;PP001;2350;2350;19
ABC108813;XL400_01;2018-01-04;01:26:30;100;18.687;-0.173;74.957;100;0000;PP001;2350;2350;12
ABC108814;XL400_01;2018-01-04;01:27:00;100;18.435;0.023;74.954;100;0000;PP001;2350;2350;14
ABC108815;XL400_01;2018-01-04;01:27:30;100;18.439;0.067;74.926;100;0000;PP001;2350;2350;10
ABC108816;XL400_01;2018-01-04;01:28:00;100;18.578;0.038;75.011;100;0000;PP001;2350;2350;5
ABC108817;XL400_01;2018-01-04;01:28:30;100;18.525;0.074;74.994;100;0000;PP001;2350;2350;6
ABC108818;XL400_01;2018-01-04;01:29:00;100;18.378;0.051;75.125;100;0000;PP001;2350;2350;16
ABC108819;XL400_01;2018-01-04;01:29:30;100;18.515;0.076;75.087;100;0000;PP001;2350;2350;9
ABC108820;XL400_01;2018-01-04;01:30:00;100;18.493;0.253;74.839;100;0000;PP001;2350;2350;13
ABC108821;XL400_01;2018-01-04;01:30:30;100;18.477;-0.088;75.224;100;0000;PP001;2350;2350;19
ABC108822;XL400_01;2018-01-04;01:31:00;100;18.653;-0.07;75.092;100;0000;PP001;2350;2350;17
ABC108823;XL400_01;2018-01-04;01:31:30;100;18.501;0.043;74.873;100;0000;PP001;2350;2350;2
ABC108824;XL400_01;2018-01-04;01:32:00;100;18.453;-0.159;75.163;100;0000;PP001;2350;2350;2
ABC108825;XL400_01;2018-01-04;01:32:30;100;18.291;-0.098;74.793;100;0000;PP001;2350;2350;1
ABC108826;XL400_01;2018-01-04;01:33:00;100;18.486;0.045;74.845;100;0000;PP001;2350;2350;0
ABC108827;XL400_01;2018-01-04;01:33:30;100;18.507;-0.12;74.968;100;0000;PP001;2350;2350;9
ABC108828;XL400_01;2018-01-04;01:34:00;100;18.413;-0.033;75.214;100;0000;PP001;2350;2350;12
ABC108829;XL400_01;2018-01-04;01:34:30;100;18.535;-0.142;75.013;100;0000;PP001;2350;2350;7
ABC108830;XL400_01;2018-01-04;01:35:00;100;18.492;0.111;75.064;100;0000;PP001;2350;2350;15
ABC108831;XL400_01;2018-01-04;01:35:30;100;18.519;0.079;75.07;100;0000;PP001;2350;2350;0
ABC108832;XL400_01;2018-01-04;01:36:00;100;18.263;0.04;74.988;100;0000;PP001;2350;2350;16
ABC108833;XL400_01;2018-01-04;01:36:30;100;18.611;-0.138;74.99;100;0000;PP001;2350;2350;19
ABC108834;XL400_01;2018-01-04;01:37:00;100;18.386;0.05;75.042;100;0000;PP001;2350;2350;0
ABC108835;XL400_01;2018-01-04;01:37:30;100;18.499;-0.041;75.117;100;0000;PP001;2350;2350;13
ABC108836;XL400_01;2018-01-04;01:38:00;100;18.48;0.067;74.793;100;0000;PP001;2350;2350;9
ABC108837;XL400_01;2018-01-04;01:38:30;100;18.64;0.135;74.938;100;0000;PP001;2350;2350;11
ABC108838;XL400_01;2018-01-04;01:39:00;100;18.421;0.173;74.968;100;0000;PP001;2350;2350;17
ABC108839;XL400_01;2018-01-04;01:39:30;100;18.388;-0.126;75.027;100;0000;PP001;2350;2350;12
ABC108840;XL400_01;2018-01-04;01:40:00;100;18.529;0.182;74.922;100;0000;PP001;2350;2350;12
ABC108841;XL400_01;2018-01-04;01:40:30;100;18.442;0.075;74.949;100;0000;PP001;2350;2350;7
ABC108842;XL400_01;2018-01-04;01:41:00;100;18.517;-0.011;75.093;100;0000;PP001;2350;2350;11
ABC108843;XL400_01;2018-01-04;01:41:30;100;18.475;0.007;75.142;100;0000;PP001;2350;2350;9
ABC108844;XL400_01;2018-01-04;01:42:00;100;18.327;0.127;74.892;100;0000;PP001;2350;2350;5
ABC108845;XL400_01;2018-01-04;01:42:30;100;18.693;0.132;75.195;100;0000;PP001;2350;2350;8
ABC108846;XL400_01;2018-01-04;01:43:00;100;18.545;-0.073;74.997;100;0000;PP001;2350;2350;2
ABC108847;XL400_01;2018-01-04;01:43:30;100;18.51;-0.205;74.967;100;0000;PP001;2350;2350;18
ABC108848;XL400_01;2018-01-04;01:44:00;100;18.541;-0.172;75.082;100;0000;PP001;2350;2350;3
ABC108849;XL400_01;2018-01-04;01:44:30;100;18.643;0.166;74.973;100;0000;PP001;2350;2350;13
ABC108850;XL400_01;2018-01-04;01:45:00;100;18.532;-0.02;75.111;100;0000;PP001;2350;2350;1
ABC108851;XL400_01;2018-01-04;01:45:30;100;18.424;0.047;74.97;100;0000;PP001;2350;2350;0
ABC108852;XL400_01;2018-01-04;01:46:00;100;18.49;-0.048;75.139;100;0000;PP001;2350;2350;10
ABC108853;XL400_01;2018-01-04;01:46:30;100;18.501;-0.005;75.006;100;0000;PP001;2350;2350;12
ABC108854;XL400_01;2018-01-04;01:47:00;100;18.453;0.078;75.09;100;0000;PP001;2350;2350;6
ABC108855;XL400_01;2018-01-04;01:47:30;100;18.655;-0.269;75.098;100;0000;PP001;2350;2350;18
ABC108856;XL400_01;2018-01-04;01:48:00;100;18.342;0.236;75.014;100;0000;PP001;2350;2350;10
ABC108857;XL400_01;2018-01-04;01:48:30;100;18.426;-0.022;74.942;100;0000;PP001;2350;2350;16
ABC108858;XL400_01;2018-01-04;01:49:00;100;18.555;0.182;75.026;100;0000;PP001;2350;2350;0
ABC108859;XL400_01;2018-01-04;01:49:30;100;18.503;0.104;74.844;100;0000;PP001;2350;2350;12
ABC108860;XL400_01;2018-01-04;01:50:00;100;18.492;0.029;74.894;100;0000;PP001;2350;2350;3
ABC108861;XL400_01;2018-01-04;01:50:30;100;18.552;-0.187;75.07;100;0000;PP001;2350;2350;14
ABC108862;XL400_01;2018-01-04;01:51:00;100;18.404;-0.02;75.035;100;0000;PP001;2350;2350;13
ABC108863;XL400_01;2018-01-04;01:51:30;100;18.462;-0.215;74.898;100;0000;PP001;2350;2350;1
ABC108864;XL400_01;2018-01-04;01:52:00;100;18.457;0.175;74.872;100;0000;PP001;2350;2350;2
ABC108865;XL400_01;2018-01-04;01:52:30;100;18.447;0.074;74.987;100;0000;PP001;2350;2350;15
ABC108866;XL400_01;2018-01-04;01:53:00;100;18.756;-0.003;74.904;100;0000;PP001;2350;2350;12
ABC108867;XL400_01;2018-01-04;01:53:30;100;18.671;0.14;74.912;100;0000;PP001;2350;2350;6
ABC108868;XL400_01;2018-01-04;01:54:00;100;18.521;0.043;75.172;100;0000;PP001;2350;2350;19
ABC108869;XL400_01;2018-01-04;01:54:30;100;18.488;-0.076;75.09;100;0000;PP001;2350;2350;8
ABC108870;XL400_01;2018-01-04;01:55:00;100;18.485;-0.101;74.873;100;0000;PP001;2350;2350;13
ABC108871;XL400_01;2018-01-04;01:55:30;100;18.457;-0.044;74.818;100;0000;PP001;2350;2350;19
ABC108872;XL400_01;2018-01-04;01:56:00;100;18.389;-0.08;75.082;100;0000;PP001;2350;2350;17
ABC108873;XL400_01;2018-01-04;01:56:30;100;18.479;-0.052;75.026;100;0000;PP001;2350;2350;8
ABC108874;XL400_01;2018-01-04;01:57:00;100;18.51;-0.042;74.961;100;0000;PP001;2350;2350;7
ABC108875;XL400_01;2018-01-04;01:57:30;100;18.44;0.108;75.066;100;0000;PP001;2350;2350;9
ABC108876;XL400_01;2018-01-04;01:58:00;100;18.628;0.175;74.941;100;0000;PP001;2350;2350;19
ABC108877;XL400_01;2018-01-04;01:58:30;100;18.518;0.017;75.014;100;0000;PP001;2350;2350;19
ABC108878;XL400_01;2018-01-04;01:59:00;100;18.56;0.106;74.937;100;0000;PP001;2350;2350;10
ABC108879;XL400_01;2018-01-04;01:59:30;100;18.441;0.118;74.796;100;0000;PP001;2350;2350;15
ABC108880;XL400_01;2018-01-04;02:00:00;100;18.511;0.059;75.041;100;0000;PP001;2350;2350;7
ABC108881;XL400_01;2018-01-04;02:00:30;100;18.362;0.004;74.875;100;0000;PP001;2350;2350;8
ABC108882;XL400_01;2018-01-04;02:01:00;100;18.466;0.001;75.074;100;0000;PP001;2350;2350;11
ABC108883;XL400_01;2018-01-04;02:01:30;100;18.323;-0.152;74.824;100;0000;PP001;2350;2350;9
ABC108884;XL400_01;2018-01-04;02:02:00;100;18.291;-0.193;75.081;100;0000;PP001;2350;2350;6
ABC108885;XL400_01;2018-01-04;02:02:30;100;18.601;0.089;75.268;100;0000;PP001;2350;2350;4
ABC108886;XL400_01;2018-01-04;02:03:00;100;18.589;-0.072;74.919;100;0000;PP001;2350;2350;18
ABC108887;XL400_01;2018-01-04;02:03:30;100;18.411;0.081;75.082;100;0000;PP001;2350;2350;18
ABC108888;XL400_01;2018-01-04;02:04:00;100;18.515;-0.234;74.884;100;0000;PP001;2350;2350;10
ABC108889;XL400_01;2018-01-04;02:04:30;100;18.56;-0.051;75.11;100;0000;PP001;2350;2350;11
ABC108890;XL400_01;2018-01-04;02:05:00;100;18.474;-0.051;74.835;100;0000;PP001;2350;2350;19
ABC108891;XL400_01;2018-01-04;02:05:30;100;18.434;0.068;74.963;100;0000;PP001;2350;2350;0
ABC108892;XL400_01;2018-01-04;02:06:00;100;18.423;-0.067;75.082;100;0000;PP001;2350;2350;8
ABC108893;XL400_01;2018-01-04;02:06:30;100;18.466;0.09;75.036;100;0000;PP001;2350;2350;17
ABC108894;XL400_01;2018-01-04;02:07:00;100;18.342;0.04;74.893;100;0000;PP001;2350;2350;12
ABC108895;XL400_01;2018-01-04;02:07:30;100;18.411;-0.086;75.013;100;0000;PP001;2350;2350;17
ABC108896;XL400_01;2018-01-04;02:08:00;100;18.387;0.198;74.752;100;0000;PP001;2350;2350;15
ABC108897;XL400_01;2018-01-04;02:08:30;100;18.638;-0.024;74.968;100;0000;PP001;2350;2350;4
ABC108898;XL400_01;2018-01-04;02:09:00;100;18.568;0.035;74.794;100;0000;PP001;2350;2350;7
